feedback_id,bearing_id,raw_label,fault_type,fault_position,fault_severity,diagnosis_confidence,rca_text,fault_evolution_text,rca_confidence,true_reason_id,true_reason_type,true_stage
BFB-00095,BRG-00095,Normal,normal,none,normal,0.8628,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8065,NORMAL_BASELINE,QualityFeedback,feedback
BFB-00096,BRG-00096,IR021,inner_race_fault,inner_race,severe,0.7066,结合振动、峭度和温升特征，内圈故障与装配阶段异常高度一致，优先追溯到 BASM-00096。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6287,BASM-00096,AssemblyRecord,assembly
BFB-00097,BRG-00097,B021,rolling_element_fault,rolling_element,severe,0.6808,诊断结果显示轴承出现严重滚动体故障，根因更可能来自装配阶段实体 BASM-00097 的风险累积。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7309,BASM-00097,AssemblyRecord,assembly
BFB-00098,BRG-00098,IR021,inner_race_fault,inner_race,severe,0.781,该样本的生命周期风险在装配阶段较突出，能够解释当前严重内圈故障的主要失效模式。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6807,BASM-00098,AssemblyRecord,assembly
BFB-00099,BRG-00099,IR014,inner_race_fault,inner_race,medium,0.7108,结合振动、峭度和温升特征，内圈故障与材料阶段异常高度一致，优先追溯到 BMAT-00242。,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7258,BMAT-00242,MaterialBatch,material
BFB-00100,BRG-00100,OR021,outer_race_fault,outer_race,severe,0.7272,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00159。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.6694,BMAN-00159,ManufacturingBatch,manufacturing
BFB-00101,BRG-00101,IR014,inner_race_fault,inner_race,medium,0.6697,诊断结果显示轴承出现中等内圈故障，根因更可能来自检测阶段实体 BINSP-00101 的风险累积。,风险首先在检测阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7093,BINSP-00101,InspectionRecord,inspection
BFB-00102,BRG-00102,B007,rolling_element_fault,rolling_element,slight,0.734,该样本的生命周期风险在检测阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微滚动体故障。,0.6548,BINSP-00102,InspectionRecord,inspection
BFB-00103,BRG-00103,IR014,inner_race_fault,inner_race,medium,0.7721,该样本的生命周期风险在装配阶段较突出，能够解释当前中等内圈故障的主要失效模式。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7259,BASM-00103,AssemblyRecord,assembly
BFB-00104,BRG-00104,B021,rolling_element_fault,rolling_element,severe,0.7269,该样本的生命周期风险在制造阶段较突出，能够解释当前严重滚动体故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7288,BMAN-00105,ManufacturingBatch,manufacturing
BFB-00105,BRG-00105,IR007,inner_race_fault,inner_race,slight,0.668,结合振动、峭度和温升特征，内圈故障与装配阶段异常高度一致，优先追溯到 BASM-00105。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.5963,BASM-00105,AssemblyRecord,assembly
BFB-00106,BRG-00106,IR014,inner_race_fault,inner_race,medium,0.7203,诊断结果显示轴承出现中等内圈故障，根因更可能来自装配阶段实体 BASM-00106 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.6099,BASM-00106,AssemblyRecord,assembly
BFB-00107,BRG-00107,Normal,normal,none,normal,0.9035,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8753,NORMAL_BASELINE,QualityFeedback,feedback
BFB-00108,BRG-00108,OR021,outer_race_fault,outer_race,severe,0.7288,该样本的生命周期风险在制造阶段较突出，能够解释当前严重外圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7313,BMAN-00034,ManufacturingBatch,manufacturing
BFB-00109,BRG-00109,B007,rolling_element_fault,rolling_element,slight,0.6681,该样本的生命周期风险在材料阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.5885,BMAT-00231,MaterialBatch,material
BFB-00110,BRG-00110,B007,rolling_element_fault,rolling_element,slight,0.6923,结合振动、峭度和温升特征，滚动体故障与装配阶段异常高度一致，优先追溯到 BASM-00110。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微滚动体故障。,0.6969,BASM-00110,AssemblyRecord,assembly
BFB-00111,BRG-00111,IR014,inner_race_fault,inner_race,medium,0.6822,诊断结果显示轴承出现中等内圈故障，根因更可能来自装配阶段实体 BASM-00111 的风险累积。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6645,BASM-00111,AssemblyRecord,assembly
BFB-00112,BRG-00112,OR014,outer_race_fault,outer_race,medium,0.7271,该样本的生命周期风险在材料阶段较突出，能够解释当前中等外圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7105,BMAT-00257,MaterialBatch,material
BFB-00113,BRG-00113,OR021,outer_race_fault,outer_race,severe,0.6985,该样本的生命周期风险在制造阶段较突出，能够解释当前严重外圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7633,BMAN-00408,ManufacturingBatch,manufacturing
BFB-00114,BRG-00114,B007,rolling_element_fault,rolling_element,slight,0.6599,结合振动、峭度和温升特征，滚动体故障与制造阶段异常高度一致，优先追溯到 BMAN-00799。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6124,BMAN-00799,ManufacturingBatch,manufacturing
BFB-00115,BRG-00115,IR007,inner_race_fault,inner_race,slight,0.5898,该样本的生命周期风险在装配阶段较突出，能够解释当前轻微内圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6698,BASM-00115,AssemblyRecord,assembly
BFB-00116,BRG-00116,OR014,outer_race_fault,outer_race,medium,0.7532,诊断结果显示轴承出现中等外圈故障，根因更可能来自装配阶段实体 BASM-00116 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.7976,BASM-00116,AssemblyRecord,assembly
BFB-00117,BRG-00117,IR021,inner_race_fault,inner_race,severe,0.7507,结合振动、峭度和温升特征，内圈故障与设计阶段异常高度一致，优先追溯到 BDES-00760。,风险首先在设计阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6347,BDES-00760,BearingDesignSpec,design
BFB-00118,BRG-00118,OR021,outer_race_fault,outer_race,severe,0.7302,该样本的生命周期风险在材料阶段较突出，能够解释当前严重外圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6838,BMAT-00167,MaterialBatch,material
BFB-00119,BRG-00119,Normal,normal,none,normal,0.9591,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8311,NORMAL_BASELINE,QualityFeedback,feedback
BFB-00120,BRG-00120,B007,rolling_element_fault,rolling_element,slight,0.7372,结合振动、峭度和温升特征，滚动体故障与装配阶段异常高度一致，优先追溯到 BASM-00120。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.5955,BASM-00120,AssemblyRecord,assembly
BFB-00121,BRG-00121,Normal,normal,none,normal,0.9538,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8461,NORMAL_BASELINE,QualityFeedback,feedback
BFB-00122,BRG-00122,OR021,outer_race_fault,outer_race,severe,0.7258,结合振动、峭度和温升特征，外圈故障与材料阶段异常高度一致，优先追溯到 BMAT-00070。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.7516,BMAT-00070,MaterialBatch,material
BFB-00123,BRG-00123,OR021,outer_race_fault,outer_race,severe,0.8109,诊断结果显示轴承出现严重外圈故障，根因更可能来自材料阶段实体 BMAT-00207 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.6941,BMAT-00207,MaterialBatch,material
BFB-00124,BRG-00124,B014,rolling_element_fault,rolling_element,medium,0.7218,诊断结果显示轴承出现中等滚动体故障，根因更可能来自制造阶段实体 BMAN-00483 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.684,BMAN-00483,ManufacturingBatch,manufacturing
BFB-00125,BRG-00125,IR007,inner_race_fault,inner_race,slight,0.6705,结合振动、峭度和温升特征，内圈故障与装配阶段异常高度一致，优先追溯到 BASM-00125。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7016,BASM-00125,AssemblyRecord,assembly
BFB-00126,BRG-00126,IR014,inner_race_fault,inner_race,medium,0.6888,结合振动、峭度和温升特征，内圈故障与制造阶段异常高度一致，优先追溯到 BMAN-01190。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.6745,BMAN-01190,ManufacturingBatch,manufacturing
BFB-00127,BRG-00127,IR007,inner_race_fault,inner_race,slight,0.6872,诊断结果显示轴承出现轻微内圈故障，根因更可能来自运维阶段实体 BOPR-00127 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.7774,BOPR-00127,MaintenanceRecord,operation
BFB-00128,BRG-00128,Normal,normal,none,normal,0.9083,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8418,NORMAL_BASELINE,QualityFeedback,feedback
BFB-00129,BRG-00129,B021,rolling_element_fault,rolling_element,severe,0.7292,该样本的生命周期风险在装配阶段较突出，能够解释当前严重滚动体故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.666,BASM-00129,AssemblyRecord,assembly
BFB-00130,BRG-00130,OR014,outer_race_fault,outer_race,medium,0.7071,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00467。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.624,BMAN-00467,ManufacturingBatch,manufacturing
BFB-00131,BRG-00131,B007,rolling_element_fault,rolling_element,slight,0.7146,该样本的生命周期风险在运维阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,风险首先在运维阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7275,BOPR-00131,MaintenanceRecord,operation
BFB-00132,BRG-00132,OR007,outer_race_fault,outer_race,slight,0.6981,诊断结果显示轴承出现轻微外圈故障，根因更可能来自制造阶段实体 BMAN-00219 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6034,BMAN-00219,ManufacturingBatch,manufacturing
BFB-00133,BRG-00133,OR014,outer_race_fault,outer_race,medium,0.7492,该样本的生命周期风险在制造阶段较突出，能够解释当前中等外圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.734,BMAN-01010,ManufacturingBatch,manufacturing
BFB-00134,BRG-00134,OR014,outer_race_fault,outer_race,medium,0.684,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00807。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6269,BMAN-00807,ManufacturingBatch,manufacturing
BFB-00135,BRG-00135,IR007,inner_race_fault,inner_race,slight,0.6785,该样本的生命周期风险在运维阶段较突出，能够解释当前轻微内圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.6064,BOPR-00135,MaintenanceRecord,operation
BFB-00136,BRG-00136,B014,rolling_element_fault,rolling_element,medium,0.7006,结合振动、峭度和温升特征，滚动体故障与制造阶段异常高度一致，优先追溯到 BMAN-00630。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.7142,BMAN-00630,ManufacturingBatch,manufacturing
