case_id,feedback_id,root_sensor,root_sensor_confidence,secondary_sensor,secondary_sensor_confidence,root_component_code,root_component_name,component_confidence,rca_confidence,rca_text,fault_evolution_text
HCASE-00104,HFB-00104,FS1,0.8677,PS3,0.7702,C010,节流阀,0.796,0.6056,节流阀出现中度流量异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-00104。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00105,HFB-00105,PS5,0.678,PS3,0.714,C010,节流阀,0.6936,0.5879,结合传感器能量和检测记录，节流阀的温度异常与运维阶段高风险实体 HOPR-00105 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00106,HFB-00106,PS2,0.7778,PS2,0.6806,C005,蓄能器,0.7016,0.6408,结合传感器能量和检测记录，蓄能器的振动异常与运维阶段高风险实体 HOPR-00106 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00107,HFB-00107,VS1,0.7686,FS2,0.5441,C011,管路总成,0.8169,0.6244,该案例表现为中度泄漏异常，根因更可能由检测阶段隐患累积触发。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00108,HFB-00108,PS1,0.723,FS1,0.6979,C012,卸荷阀,0.7245,0.5282,卸荷阀出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00108。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00109,HFB-00109,PS1,0.7062,FS2,0.5377,C001,液压泵总成,0.716,0.5805,该案例表现为轻微振动异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-00110,HFB-00110,VS1,0.7679,PS1,0.6717,C001,液压泵总成,0.6925,0.5277,结合传感器能量和检测记录，液压泵总成的流量异常与运维阶段高风险实体 HOPR-00110 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00111,HFB-00111,TS2,0.7516,FS1,0.5646,C006,冷却器,0.7469,0.6083,结合传感器能量和检测记录，冷却器的流量异常与装配阶段高风险实体 HASM-00111 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-00112,HFB-00112,FS2,0.7649,FS1,0.7889,C008,液压油箱,0.7667,0.6059,结合传感器能量和检测记录，液压油箱的流量异常与运维阶段高风险实体 HOPR-00112 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-00113,HFB-00113,PS6,0.814,EPS1,0.5636,C005,蓄能器,0.7638,0.6602,蓄能器出现轻微压力异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00632。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00114,HFB-00114,TS4,0.96,TS4,0.84,C007,过滤器,0.828,0.6585,结合传感器能量和检测记录，冷却器的温度异常与设计阶段高风险实体 HDES-01098 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-00115,HFB-00115,VS1,0.7606,FS2,0.5064,C001,液压泵总成,0.7476,0.6309,液压泵总成出现轻微泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00115。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-00116,HFB-00116,PS1,0.8075,VS1,0.7469,C011,管路总成,0.7757,0.5945,管路总成出现中度压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00116。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-00117,HFB-00117,EPS1,0.7346,PS1,0.7096,C012,卸荷阀,0.7447,0.5795,该案例表现为中度压力异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-00118,HFB-00118,PS6,0.9189,PS1,0.5308,C005,蓄能器,0.7739,0.5804,结合传感器能量和检测记录，蓄能器的泄漏异常与装配阶段高风险实体 HASM-00118 一致。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00119,HFB-00119,FS1,0.7899,PS5,0.5117,C009,单向阀,0.7223,0.5185,该案例表现为轻微泄漏异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-00120,HFB-00120,FS1,0.8501,PS3,0.5314,C007,过滤器,0.7582,0.5723,结合传感器能量和检测记录，过滤器的泄漏异常与检测阶段高风险实体 HINSP-00120 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-00121,HFB-00121,TS3,0.9212,TS3,0.806,C008,液压油箱,0.8182,0.6477,液压油箱出现中度温度异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-00121。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00122,HFB-00122,PS6,0.8547,PS2,0.7385,C005,蓄能器,0.7543,0.5662,蓄能器出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00122。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00123,HFB-00123,PS2,0.7992,PS2,0.6993,C011,管路总成,0.7655,0.5735,该案例表现为轻微流量异常，根因更可能由制造阶段隐患累积触发。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00124,HFB-00124,PS2,0.7284,TS1,0.5167,C011,管路总成,0.7444,0.6211,该案例表现为中度压力异常，根因更可能由设计阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-00125,HFB-00125,TS4,0.8583,PS5,0.5567,C007,过滤器,0.8451,0.6948,过滤器出现中度流量异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-00125。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-00126,HFB-00126,PS4,0.7591,PS3,0.5917,C003,作动筒,0.7018,0.5949,该案例表现为轻微阀芯卡滞，根因更可能由装配阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-00127,HFB-00127,FS1,0.795,FS1,0.6956,C007,过滤器,0.7061,0.5337,该案例表现为轻微振动异常，根因更可能由装配阶段隐患累积触发。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00128,HFB-00128,FS1,0.8863,FS1,0.7755,C007,过滤器,0.7991,0.6087,该案例表现为轻微温度异常，根因更可能由制造阶段隐患累积触发。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00129,HFB-00129,PS6,0.766,TS1,0.5428,C011,管路总成,0.7676,0.5954,结合传感器能量和检测记录，管路总成的泄漏异常与设计阶段高风险实体 HPIP-00026 一致。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00130,HFB-00130,PS3,0.7139,PS2,0.7242,C009,单向阀,0.6936,0.5774,单向阀出现轻微压力异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-01019。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00131,HFB-00131,FS1,0.8561,FS1,0.7491,C007,过滤器,0.7537,0.6316,冷却器出现轻微流量异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00927。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00132,HFB-00132,PS6,0.8366,EPS1,0.5079,C005,蓄能器,0.7586,0.615,蓄能器出现轻微压力异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-00132。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-00133,HFB-00133,VS1,0.8184,PS2,0.6975,C011,管路总成,0.7618,0.5509,作动筒出现轻微振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00133。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-00134,HFB-00134,FS2,0.7151,FS1,0.5313,C003,作动筒,0.7632,0.6227,该案例表现为中度振动异常，根因更可能由装配阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-00135,HFB-00135,PS2,0.7505,FS1,0.6997,C009,单向阀,0.7121,0.5869,该案例表现为轻微流量异常，根因更可能由装配阶段隐患累积触发。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00136,HFB-00136,FS1,0.8893,TS3,0.5786,C007,过滤器,0.8055,0.6016,该案例表现为中度流量异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-00137,HFB-00137,FS2,0.7539,FS1,0.5727,C003,作动筒,0.7604,0.6109,该案例表现为中度振动异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-00138,HFB-00138,TS3,0.8027,PS1,0.5049,C008,液压油箱,0.7793,0.59,结合传感器能量和检测记录，液压油箱的温度异常与材料阶段高风险实体 HMAT-00427 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-00139,HFB-00139,EPS1,0.8784,PS1,0.5386,C004,溢流阀,0.8345,0.6491,该案例表现为中度阀芯卡滞，根因更可能由材料阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-00140,HFB-00140,PS1,0.775,VS1,0.5073,C012,卸荷阀,0.7152,0.5823,该案例表现为轻微阀芯卡滞，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-00141,HFB-00141,FS1,0.765,TS2,0.5443,C008,液压油箱,0.7261,0.6033,该案例表现为轻微阀芯卡滞，根因更可能由制造阶段隐患累积触发。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00142,HFB-00142,FS1,0.7314,VS1,0.5794,C008,液压油箱,0.7094,0.6148,该案例表现为轻微振动异常，根因更可能由检测阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-00143,HFB-00143,PS1,0.7293,PS6,0.7458,C011,管路总成,0.7241,0.6323,结合传感器能量和检测记录，管路总成的流量异常与运维阶段高风险实体 HOPR-00143 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00144,HFB-00144,PS4,0.7856,FS2,0.5496,C002,方向控制阀,0.7476,0.6343,方向控制阀出现轻微温度异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00144。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-00145,HFB-00145,PS2,0.794,EPS1,0.5487,C005,蓄能器,0.731,0.6202,蓄能器出现轻微阀芯卡滞，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00845。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00146,HFB-00146,PS3,0.8315,FS1,0.689,C009,单向阀,0.7529,0.6041,该案例表现为轻微振动异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-00147,HFB-00147,TS3,0.9563,TS3,0.8368,C006,冷却器,0.8392,0.6097,该案例表现为中度温度异常，根因更可能由设计阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-00148,HFB-00148,EPS1,0.7582,VS1,0.5763,C012,卸荷阀,0.7301,0.5648,结合传感器能量和检测记录，卸荷阀的振动异常与材料阶段高风险实体 HMAT-00246 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00149,HFB-00149,PS3,0.7249,TS4,0.5426,C010,节流阀,0.7064,0.5619,结合传感器能量和检测记录，节流阀的阀芯卡滞与运维阶段高风险实体 HOPR-00149 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-00150,HFB-00150,VS1,0.7954,TS1,0.5383,C011,管路总成,0.7577,0.6044,管路总成出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00150。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-00151,HFB-00151,FS1,0.9017,PS4,0.5193,C010,节流阀,0.8151,0.6414,该案例表现为中度阀芯卡滞，根因更可能由制造阶段隐患累积触发。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00152,HFB-00152,PS5,0.8385,PS3,0.5477,C003,作动筒,0.794,0.6307,该案例表现为中度泄漏异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-00153,HFB-00153,PS1,0.8701,VS1,0.779,C011,管路总成,0.8172,0.6341,该案例表现为中度振动异常，根因更可能由制造阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-00154,HFB-00154,EPS1,0.8309,PS1,0.5583,C004,溢流阀,0.7696,0.5726,溢流阀出现轻微泄漏异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00551。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-00155,HFB-00155,PS3,0.6916,FS1,0.6797,C010,节流阀,0.6743,0.5539,节流阀出现轻微温度异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-01200。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-00156,HFB-00156,PS6,0.8405,FS2,0.5432,C011,管路总成,0.8395,0.6288,管路总成出现中度泄漏异常，生命周期风险集中在设计阶段，建议优先追溯 HPIP-00030。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-00157,HFB-00157,VS1,0.7531,PS5,0.5118,C011,管路总成,0.7469,0.5848,结合传感器能量和检测记录，管路总成的泄漏异常与材料阶段高风险实体 HMAT-00191 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-00158,HFB-00158,FS1,0.8072,FS1,0.7063,C007,过滤器,0.749,0.6338,该案例表现为轻微温度异常，根因更可能由检测阶段隐患累积触发。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
