feedback_id,case_id,component_uid,component_code,component_name,fault_type,fault_position,fault_severity,diagnosis_confidence,rca_text,fault_evolution_text,rca_confidence,true_reason_id,true_reason_type,true_stage
HFB-00087,HCASE-00087,HCU-00087,C011,管路总成,pressure_abnormal,管路总成,medium,0.7097,管路总成出现中度压力异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-00087。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.6522,HASM-00087,AssemblyRecord,assembly
HFB-00088,HCASE-00088,HCU-00088,C011,管路总成,pressure_abnormal,管路总成,medium,0.6764,结合传感器能量和检测记录，管路总成的压力异常与设计阶段高风险实体 HPIP-00019 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6522,HPIP-00019,PipeDesignParam,design
HFB-00089,HCASE-00089,HCU-00089,C003,作动筒,oil_leakage,作动筒,slight,0.731,结合传感器能量和检测记录，作动筒的泄漏异常与检测阶段高风险实体 HINSP-00089 一致。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6337,HINSP-00089,InspectionRecord,inspection
HFB-00090,HCASE-00090,HCU-00090,C008,液压油箱,oil_leakage,液压油箱,slight,0.6759,液压油箱出现轻微泄漏异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00205。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.55,HDES-00205,DesignSpec,design
HFB-00091,HCASE-00091,HCU-00091,C009,单向阀,flow_abnormal,单向阀,slight,0.6533,结合传感器能量和检测记录，单向阀的流量异常与运维阶段高风险实体 HOPR-00091 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.5521,HOPR-00091,MaintenanceRecord,operation
HFB-00092,HCASE-00092,HCU-00092,C008,液压油箱,valve_stuck,液压油箱,slight,0.7158,结合传感器能量和检测记录，液压油箱的阀芯卡滞与设计阶段高风险实体 HDES-00341 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.5951,HDES-00341,DesignSpec,design
HFB-00093,HCASE-00093,HCU-00093,C010,节流阀,valve_stuck,节流阀,slight,0.6702,节流阀出现轻微阀芯卡滞，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00092。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6673,HMAT-00092,MaterialBatch,material
HFB-00094,HCASE-00094,HCU-00094,C012,卸荷阀,valve_stuck,卸荷阀,slight,0.6411,结合传感器能量和检测记录，卸荷阀的阀芯卡滞与材料阶段高风险实体 HMAT-00318 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5925,HMAT-00318,MaterialBatch,material
HFB-00095,HCASE-00095,HCU-00095,C012,卸荷阀,valve_stuck,卸荷阀,slight,0.6877,结合传感器能量和检测记录，卸荷阀的阀芯卡滞与制造阶段高风险实体 HMAN-00314 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5646,HMAN-00314,ManufacturingBatch,manufacturing
HFB-00096,HCASE-00096,HCU-00096,C007,过滤器,vibration_abnormal,过滤器,slight,0.7052,过滤器出现轻微振动异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-01133。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6196,HDES-01133,DesignSpec,design
HFB-00097,HCASE-00097,HCU-00097,C011,管路总成,vibration_abnormal,管路总成,medium,0.7391,管路总成出现中度振动异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00199。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6195,HMAT-00199,MaterialBatch,material
HFB-00098,HCASE-00098,HCU-00098,C011,管路总成,vibration_abnormal,管路总成,medium,0.7607,管路总成出现中度振动异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00127。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6331,HMAT-00127,MaterialBatch,material
HFB-00099,HCASE-00099,HCU-00099,C009,单向阀,valve_stuck,单向阀,medium,0.7332,该案例表现为中度阀芯卡滞，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.6171,HDES-01083,DesignSpec,design
HFB-00100,HCASE-00100,HCU-00100,C002,方向控制阀,pressure_abnormal,方向控制阀,slight,0.7272,结合传感器能量和检测记录，方向控制阀的压力异常与装配阶段高风险实体 HASM-00100 一致。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5342,HASM-00100,AssemblyRecord,assembly
HFB-00101,HCASE-00101,HCU-00101,C007,过滤器,temperature_abnormal,过滤器,slight,0.7062,该案例表现为轻微温度异常，根因更可能由制造阶段隐患累积触发。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6462,HMAN-00577,ManufacturingBatch,manufacturing
HFB-00102,HCASE-00102,HCU-00102,C004,溢流阀,valve_stuck,溢流阀,slight,0.614,溢流阀出现轻微阀芯卡滞，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00063。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6096,HMAT-00063,MaterialBatch,material
HFB-00103,HCASE-00103,HCU-00103,C004,溢流阀,pressure_abnormal,溢流阀,slight,0.6395,溢流阀出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00103。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5696,HOPR-00103,MaintenanceRecord,operation
HFB-00104,HCASE-00104,HCU-00104,C010,节流阀,flow_abnormal,节流阀,medium,0.6834,节流阀出现中度流量异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-00104。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6056,HINSP-00104,InspectionRecord,inspection
HFB-00105,HCASE-00105,HCU-00105,C010,节流阀,temperature_abnormal,节流阀,slight,0.7187,结合传感器能量和检测记录，节流阀的温度异常与运维阶段高风险实体 HOPR-00105 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5879,HOPR-00105,MaintenanceRecord,operation
HFB-00106,HCASE-00106,HCU-00106,C005,蓄能器,vibration_abnormal,蓄能器,slight,0.7201,结合传感器能量和检测记录，蓄能器的振动异常与运维阶段高风险实体 HOPR-00106 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6408,HOPR-00106,MaintenanceRecord,operation
HFB-00107,HCASE-00107,HCU-00107,C011,管路总成,oil_leakage,管路总成,medium,0.7762,该案例表现为中度泄漏异常，根因更可能由检测阶段隐患累积触发。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6244,HINSP-00107,InspectionRecord,inspection
HFB-00108,HCASE-00108,HCU-00108,C012,卸荷阀,pressure_abnormal,卸荷阀,slight,0.6927,卸荷阀出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00108。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5282,HOPR-00108,MaintenanceRecord,operation
HFB-00109,HCASE-00109,HCU-00109,C001,液压泵总成,vibration_abnormal,液压泵总成,slight,0.6796,该案例表现为轻微振动异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5805,HOPR-00109,MaintenanceRecord,operation
HFB-00110,HCASE-00110,HCU-00110,C001,液压泵总成,flow_abnormal,液压泵总成,slight,0.6201,结合传感器能量和检测记录，液压泵总成的流量异常与运维阶段高风险实体 HOPR-00110 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5277,HOPR-00110,MaintenanceRecord,operation
HFB-00111,HCASE-00111,HCU-00111,C006,冷却器,flow_abnormal,冷却器,medium,0.7363,结合传感器能量和检测记录，冷却器的流量异常与装配阶段高风险实体 HASM-00111 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6083,HASM-00111,AssemblyRecord,assembly
HFB-00112,HCASE-00112,HCU-00112,C008,液压油箱,flow_abnormal,液压油箱,medium,0.7566,结合传感器能量和检测记录，液压油箱的流量异常与运维阶段高风险实体 HOPR-00112 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.6059,HOPR-00112,MaintenanceRecord,operation
HFB-00113,HCASE-00113,HCU-00113,C005,蓄能器,pressure_abnormal,蓄能器,slight,0.7281,蓄能器出现轻微压力异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00632。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6602,HDES-00632,DesignSpec,design
HFB-00114,HCASE-00114,HCU-00114,C006,冷却器,temperature_abnormal,冷却器,slight,0.6984,结合传感器能量和检测记录，冷却器的温度异常与设计阶段高风险实体 HDES-01098 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6585,HDES-01098,DesignSpec,design
HFB-00115,HCASE-00115,HCU-00115,C001,液压泵总成,oil_leakage,液压泵总成,slight,0.7151,液压泵总成出现轻微泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00115。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.6309,HOPR-00115,MaintenanceRecord,operation
HFB-00116,HCASE-00116,HCU-00116,C011,管路总成,pressure_abnormal,管路总成,medium,0.655,管路总成出现中度压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00116。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.5945,HOPR-00116,MaintenanceRecord,operation
HFB-00117,HCASE-00117,HCU-00117,C012,卸荷阀,pressure_abnormal,卸荷阀,medium,0.7109,该案例表现为中度压力异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5795,HOPR-00117,MaintenanceRecord,operation
HFB-00118,HCASE-00118,HCU-00118,C005,蓄能器,oil_leakage,蓄能器,slight,0.7001,结合传感器能量和检测记录，蓄能器的泄漏异常与装配阶段高风险实体 HASM-00118 一致。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5804,HASM-00118,AssemblyRecord,assembly
HFB-00119,HCASE-00119,HCU-00119,C009,单向阀,oil_leakage,单向阀,slight,0.6286,该案例表现为轻微泄漏异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.5185,HOPR-00119,MaintenanceRecord,operation
HFB-00120,HCASE-00120,HCU-00120,C007,过滤器,oil_leakage,过滤器,slight,0.6483,结合传感器能量和检测记录，过滤器的泄漏异常与检测阶段高风险实体 HINSP-00120 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5723,HINSP-00120,InspectionRecord,inspection
HFB-00121,HCASE-00121,HCU-00121,C008,液压油箱,temperature_abnormal,液压油箱,medium,0.7341,液压油箱出现中度温度异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-00121。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6477,HINSP-00121,InspectionRecord,inspection
HFB-00122,HCASE-00122,HCU-00122,C005,蓄能器,pressure_abnormal,蓄能器,slight,0.6484,蓄能器出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00122。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5662,HOPR-00122,MaintenanceRecord,operation
HFB-00123,HCASE-00123,HCU-00123,C011,管路总成,flow_abnormal,管路总成,slight,0.649,该案例表现为轻微流量异常，根因更可能由制造阶段隐患累积触发。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5735,HMAN-00146,ManufacturingBatch,manufacturing
HFB-00124,HCASE-00124,HCU-00124,C011,管路总成,pressure_abnormal,管路总成,medium,0.682,该案例表现为中度压力异常，根因更可能由设计阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6211,HPIP-00025,PipeDesignParam,design
HFB-00125,HCASE-00125,HCU-00125,C007,过滤器,flow_abnormal,过滤器,medium,0.7383,过滤器出现中度流量异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-00125。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.6948,HASM-00125,AssemblyRecord,assembly
HFB-00126,HCASE-00126,HCU-00126,C003,作动筒,valve_stuck,作动筒,slight,0.7358,该案例表现为轻微阀芯卡滞，根因更可能由装配阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.5949,HASM-00126,AssemblyRecord,assembly
HFB-00127,HCASE-00127,HCU-00127,C007,过滤器,vibration_abnormal,过滤器,slight,0.6103,该案例表现为轻微振动异常，根因更可能由装配阶段隐患累积触发。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5337,HASM-00127,AssemblyRecord,assembly
HFB-00128,HCASE-00128,HCU-00128,C007,过滤器,temperature_abnormal,过滤器,slight,0.6727,该案例表现为轻微温度异常，根因更可能由制造阶段隐患累积触发。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6087,HMAN-00755,ManufacturingBatch,manufacturing
HFB-00129,HCASE-00129,HCU-00129,C011,管路总成,oil_leakage,管路总成,medium,0.6732,结合传感器能量和检测记录，管路总成的泄漏异常与设计阶段高风险实体 HPIP-00026 一致。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5954,HPIP-00026,PipeDesignParam,design
HFB-00130,HCASE-00130,HCU-00130,C009,单向阀,pressure_abnormal,单向阀,slight,0.6784,单向阀出现轻微压力异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-01019。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5774,HDES-01019,DesignSpec,design
